id,value
id_0,6.5256899659052365
id_1,18.171094227181385
id_2,24.4351785985723
id_3,7.681363192145918
id_4,27.0971071044537
id_5,22.11149941267716
id_6,23.719305720548416
id_7,30.731392373770102
id_8,16.875935740594887
id_9,59.5420196098404
id_10,11.761382580945273
id_11,9.343948056389463
id_12,63.25283695386702
id_13,53.24384544600115
id_14,22.074667025029786
id_15,12.205980433337647
id_16,32.352083976161545
id_17,66.67046816987755
id_18,-0.512009331379752
id_19,17.12338027391463
id_20,41.88436832921024
id_21,72.31237469738794
id_22,9.244876593708817
id_23,17.946231900074284
id_24,14.721194063959206
id_25,38.19312386736078
id_26,14.84796842843581
id_27,62.85225164733655
id_28,7.2357135094755884
id_29,55.53934140196936
id_30,24.403786713977276
id_31,8.660093999320367
id_32,2.557159035966784
id_33,18.678661068339224
id_34,27.65996325231841
id_35,37.24420368235964
id_36,43.33033568600141
id_37,29.67661520006611
id_38,41.917243285599746
id_39,35.41124746310801
id_40,7.708540034329678
id_41,41.186228597891834
id_42,30.442378378741644
id_43,51.08800836956111
id_44,17.46540660166008
id_45,35.43622336702247
id_46,24.61436951034405
id_47,9.698896387888897
id_48,26.608570508893923
id_49,32.27777873225766
id_50,20.296410580772157
id_51,7.89959852908019
id_52,20.464052807611935
id_53,52.59726562366075
id_54,15.90877437749517
id_55,36.239299301495045
id_56,33.06807578257522
id_57,20.72923710552891
id_58,57.32297675849085
id_59,22.763214903474868
id_60,14.316403709338365
id_61,41.820199783802494
id_62,12.761354874431875
id_63,48.51202145289094
id_64,14.210324696298894
id_65,14.995535496990064
id_66,14.483846933912217
id_67,-0.9897606083873709
id_68,43.825874431831686
id_69,29.07678037470453
id_70,20.29682107173621
id_71,41.693354997420144
id_72,60.44686323835117
id_73,5.583881246408927
id_74,16.498534985290544
id_75,3.366350513308274
id_76,40.32371699115522
id_77,14.231524113437626
id_78,21.663798334874947
id_79,21.043095439516527
id_80,23.887752501083096
id_81,36.10942442854861
id_82,21.818012809876873
id_83,92.48872057892395
id_84,37.317962150363044
id_85,27.91852012410763
id_86,22.022739045151248
id_87,33.51960837668253
id_88,23.302332443318395
id_89,19.757114663383295
id_90,28.664580371001588
id_91,41.45255326549733
id_92,4.848986052275338
id_93,38.52519252050629
id_94,45.77411626270608
id_95,16.500635640833515
id_96,31.499390400626584
id_97,13.00574276346433
id_98,23.25675180164656
id_99,4.583203582137612
id_100,18.19030331000189
id_101,26.42314966162903
id_102,14.089560935194715
id_103,15.90801449176143
id_104,23.945984654817426
id_105,39.77012557630809
id_106,31.494418348196152
id_107,6.16286357725315
id_108,6.085260023044523
id_109,78.5663346420118
id_110,48.072805312307636
id_111,17.145982793184483
id_112,27.654880506837706
id_113,15.167837221215
id_114,13.73955849726986
id_115,24.91829895366893
id_116,26.62291216027744
id_117,10.502269710205416
id_118,18.455403424443844
id_119,19.54892723861626
id_120,80.51754802878669
id_121,25.47837501600977
id_122,37.238147649109784
id_123,25.467016076422794
id_124,7.423205442188159
id_125,38.81794253458929
id_126,9.259533489013336
id_127,21.870480532311472
