id,value
id_0,6.462131874938708
id_1,18.136094173747843
id_2,24.425681087436693
id_3,7.621054499986131
id_4,27.087110725209453
id_5,22.08418101651569
id_6,23.700895270156604
id_7,30.723584399962814
id_8,16.84094178414154
id_9,59.608612992891835
id_10,11.724083071864378
id_11,9.297440499422281
id_12,63.3291101782151
id_13,53.291845678243085
id_14,22.052673451985548
id_15,12.157936025609443
id_16,32.345472673804096
id_17,66.74319156944561
id_18,-0.5823983383099233
id_19,17.093850905624283
id_20,41.90223516943497
id_21,72.39266379365327
id_22,9.193541629848228
id_23,17.911938537178937
id_24,14.681796246090416
id_25,38.21972625221576
id_26,14.802221321329865
id_27,62.97184649094068
id_28,7.182378450348169
id_29,55.579701676366156
id_30,24.363658790753956
id_31,8.602660980565602
id_32,2.4788232759915316
id_33,18.637612084682463
id_34,27.655309015973156
id_35,37.25461548891172
id_36,43.35574992373049
id_37,29.671500825033625
id_38,41.93925597498362
id_39,35.41922411492785
id_40,7.651540487206373
id_41,41.20041781564134
id_42,30.445987795816755
id_43,51.13126260185104
id_44,17.424942404054157
id_45,35.45359627757681
id_46,24.59430920268952
id_47,9.652963596411398
id_48,26.589514573696754
id_49,32.283215199859725
id_50,20.260278868867626
id_51,7.838451213180164
id_52,20.448248825689216
id_53,52.635610752440265
id_54,15.866000813889556
id_55,36.24479635973628
id_56,33.074943441898675
id_57,20.706537920412362
id_58,57.39096628645464
id_59,22.73587087056386
id_60,14.274499279747538
id_61,41.83928489661871
id_62,12.725344583062627
id_63,48.54928271901769
id_64,14.173896779097966
id_65,14.965282262232911
id_66,14.435174675277818
id_67,-1.056437866251799
id_68,43.85569866239635
id_69,29.077660489769702
id_70,20.270817121997474
id_71,41.70203235316116
id_72,60.51116063466375
id_73,5.519163460838212
id_74,16.45789293183997
id_75,3.304836206555668
id_76,40.336779840900704
id_77,14.190574986410281
id_78,21.641586627779144
id_79,21.00802249957512
id_80,23.861910468129764
id_81,36.10837497828711
id_82,21.787565146451758
id_83,92.6233379910789
id_84,37.32570974541719
id_85,27.90843231492891
id_86,22.00594195070838
id_87,33.516620442417384
id_88,23.281832351117966
id_89,19.733679768534312
id_90,28.65905154759743
id_91,41.47090750000892
id_92,4.780982276114286
id_93,38.5390668228664
id_94,45.80602703751903
id_95,16.45713365901948
id_96,31.493071883165307
id_97,12.962306867901201
id_98,23.24536986834105
id_99,4.516639976373783
id_100,18.153378612934137
id_101,26.40993952813499
id_102,14.05070900351365
id_103,15.872978472662314
id_104,23.92074804763169
id_105,39.78921893043889
id_106,31.48587175143744
id_107,6.107397207663908
id_108,6.031980510450049
id_109,78.66689079707363
id_110,48.10472368773064
id_111,17.100774871778476
id_112,27.64580234805906
id_113,15.12794745962584
id_114,13.697404462274351
id_115,24.906790458734832
id_116,26.606990136578
id_117,10.447571937055086
id_118,18.420763203427985
id_119,19.51794629374678
id_120,80.6085869291188
id_121,25.459808086092345
id_122,37.24568508237142
id_123,25.4555364274932
id_124,7.367476589815619
id_125,38.84992757814845
id_126,9.202897124073683
id_127,21.830141917184143
id_128,29.1520000192826
id_129,62.93952918413082
id_130,21.89225746865529
id_131,23.40920849257171
id_132,59.04629767778751
id_133,15.144317036320805
id_134,14.10179268190029
id_135,2.567668003237976
id_136,12.516285954427063
id_137,58.716353398471476
id_138,20.401842069424045
id_139,5.312182700266614
id_140,29.02752214439652
id_141,25.328736919699644
id_142,45.30732392403167
id_143,30.802696527032058
id_144,18.288009669489675
id_145,25.99595222307702
id_146,11.933017107705277
id_147,52.059741238586604
id_148,23.38960645551554
id_149,38.59962293915007
id_150,10.072967036182366
id_151,8.108437219030824
id_152,23.29224694857043
id_153,6.321938162202474
id_154,14.9457004072093
id_155,41.009699275545735
id_156,7.732201936685531
id_157,36.18399309879697
id_158,11.103652341640897
id_159,19.107626593986907
id_160,41.57766908047663
id_161,19.312711928522347
id_162,13.231167303472802
id_163,8.076920872371446
id_164,52.73217326647974
id_165,31.253407404013213
id_166,-0.43955326129006966
id_167,16.235779866956083
id_168,63.66207902122775
id_169,13.855427944618354
id_170,63.608802375842316
id_171,39.225745490670114
id_172,26.968430481037778
id_173,20.305796225518346
id_174,61.28212636629042
id_175,24.978752567171107
id_176,20.98799697927359
id_177,37.39754823299404
id_178,12.372142381678106
id_179,31.25820383544839
id_180,16.763886440928434
id_181,11.638467947388195
id_182,55.77631255423211
id_183,46.3720896326246
id_184,15.682793000815089
id_185,35.25388247287977
id_186,26.151409934022574
id_187,69.09839931394431
id_188,9.921474102790118
id_189,57.879829458634454
id_190,38.20523155272179
id_191,15.409888350784252
id_192,28.989012782444444
id_193,0.07469947331933346
id_194,19.088690220227367
id_195,0.8462939494082222
id_196,33.74327564184669
id_197,10.390758730588114
id_198,18.858315821813544
id_199,60.14440284729071
id_200,25.120335676074088
id_201,25.565823030753965
id_202,64.65411134053355
id_203,10.292480528514053
id_204,9.145191471618952
id_205,11.217646256787662
id_206,7.278773613070169
id_207,1.6291508499265934
id_208,124.27903470712107
id_209,20.704690714134813
id_210,16.33485198100363
id_211,13.909295191047674
id_212,36.2535714575741
id_213,35.96149437935686
id_214,18.92097578637259
id_215,34.947527530828005
id_216,78.63046394303488
id_217,0.44639954543617805
id_218,12.878700489613571
id_219,31.74532697816982
id_220,14.904901092759768
id_221,12.790029363712192
id_222,113.54292878535634
id_223,12.949705537387885
id_224,16.424009460101903
id_225,64.29001749716271
id_226,16.056118351204407
id_227,19.607385525154385
id_228,10.052483577574213
id_229,3.675504088850164
id_230,46.38044533177796
id_231,12.602175659241352
id_232,53.76940844892148
id_233,42.40511525656868
id_234,25.507829258663158
id_235,40.838397791432804
id_236,69.14624970469524
id_237,42.2893484886487
id_238,11.108351321684681
id_239,18.245648952355477
